Suite/Test/Step Name,Browser,Description,Tag,Start time,End time,Duration,Status
"com.customKeywords.MyKeywords.verifyElementPresentKeyword(findTestObject(""Object Repository/Page_Checkout Shipping Address/button_Entregar en esta direccin""), 0)",Chrome 126.0.0.0,,,15-07-2024 23:28:05,15-07-2024 23:28:06,0.382s,PASSED
"verifyElementVisible(findTestObject(""Object Repository/Page_Checkout Shipping Address/div_Nueva direccin""))",Chrome 126.0.0.0,,,15-07-2024 23:28:06,15-07-2024 23:28:06,0.345s,PASSED
"click(findTestObject(""Object Repository/Page_Checkout Shipping Address/button_Entregar en esta direccin""))",Chrome 126.0.0.0,,,15-07-2024 23:28:06,15-07-2024 23:28:07,0.419s,PASSED
"com.customKeywords.MyKeywords.verifyElementPresentKeyword(findTestObject(""Object Repository/Page_/Selecciona_un_mtodo_de_entrega(cambiar)""), 0)",Chrome 126.0.0.0,,,15-07-2024 23:28:07,15-07-2024 23:28:09,2.343s,PASSED
"com.customKeywords.MyKeywords.verifyElementPresentKeyword(findTestObject(""Object Repository/Page_/Entrega_programada_Elige_el""), 0)",Chrome 126.0.0.0,,,15-07-2024 23:28:09,15-07-2024 23:28:10,1.079s,PASSED
"click(findTestObject(""Object Repository/Page_/img_santafe 98765TLALPAN, RESIDENCIAL INSUR_9c95c1""))",Chrome 126.0.0.0,,,15-07-2024 23:28:10,15-07-2024 23:28:10,0.418s,PASSED
"com.customKeywords.MyKeywords.verifyElementPresentKeyword(findTestObject(""Object Repository/Page_/div_Hoy12""), 0)",Chrome 126.0.0.0,,,15-07-2024 23:28:10,15-07-2024 23:28:11,0.602s,PASSED
"com.customKeywords.MyKeywords.verifyElementPresentKeyword(findTestObject(""Object Repository/Page_/p_8am - 9am""), 0)",Chrome 126.0.0.0,,,15-07-2024 23:28:11,15-07-2024 23:28:11,0.005s,NOT_RUN
"click(findTestObject(""Object Repository/Page_/img_Viernes_imgCheck""))",Chrome 126.0.0.0,,,15-07-2024 23:28:11,15-07-2024 23:28:11,0.004s,NOT_RUN
"com.customKeywords.MyKeywords.verifyElementPresentKeyword(findTestObject(""Object Repository/Page_/Elegir_forma_de_entrega_PDP""), 0)",Chrome 126.0.0.0,,,15-07-2024 23:28:11,15-07-2024 23:28:11,0.352s,PASSED
"enhancedClick(findTestObject(""Object Repository/Page_/Elegir_forma_de_entrega_PDP""))",Chrome 126.0.0.0,,,15-07-2024 23:28:11,15-07-2024 23:28:12,0.553s,PASSED
"verifyElementVisible(findTestObject(""Object Repository/Page_Checkout Detalle de pago/div_Solicitar FacturaPodrs capturar tus dat_4af506""))",Chrome 126.0.0.0,,,15-07-2024 23:28:12,15-07-2024 23:28:18,6.026s,PASSED
"com.customKeywords.MyKeywords.verifyElementPresentKeyword(findTestObject(""Object Repository/Page_Checkout Detalle de pago/h4_Selecciona una forma de pago""), 0)",Chrome 126.0.0.0,,,15-07-2024 23:28:18,15-07-2024 23:28:18,0.411s,PASSED
"com.customKeywords.MyKeywords.verifyElementPresentKeyword(findTestObject(""Object Repository/Page_Checkout Detalle de pago/div_En lneaTarjeta de crdito o dbito""), 0)",Chrome 126.0.0.0,,,15-07-2024 23:28:18,15-07-2024 23:28:19,0.397s,PASSED
"com.customKeywords.MyKeywords.verifyElementPresentKeyword(findTestObject(""Object Repository/Page_Checkout Detalle de pago/div_Al recibir tu PedidoEfectivo o tarjeta""), 0)",Chrome 126.0.0.0,,,15-07-2024 23:28:19,15-07-2024 23:28:19,0.500s,PASSED
"click(findTestObject(""Object Repository/Page_Checkout Detalle de pago/div_Al recibir tu PedidoEfectivo o tarjeta""))",Chrome 126.0.0.0,,,15-07-2024 23:28:19,15-07-2024 23:28:20,0.393s,PASSED
"com.customKeywords.MyKeywords.verifyElementPresentKeyword(findTestObject(""Object Repository/Page_Checkout Detalle de pago/div_Efectivo""), 0)",Chrome 126.0.0.0,,,15-07-2024 23:28:20,15-07-2024 23:28:21,0.957s,PASSED
"com.customKeywords.MyKeywords.verifyElementPresentKeyword(findTestObject(""Object Repository/Page_Checkout Detalle de pago/span_Tarjeta de crdito o dbito""), 0)",Chrome 126.0.0.0,,,15-07-2024 23:28:21,15-07-2024 23:28:21,0.354s,PASSED
"click(findTestObject(""Object Repository/Page_Checkout Detalle de pago/div_Tarjeta de crdito o dbito""))",Chrome 126.0.0.0,,,15-07-2024 23:28:21,15-07-2024 23:28:21,0.374s,PASSED
"click(findTestObject(""Object Repository/Page_Checkout Detalle de pago/img_Efectivo_checkCard""))",Chrome 126.0.0.0,,,15-07-2024 23:28:21,15-07-2024 23:28:22,0.402s,PASSED
"click(findTestObject(""Object Repository/Page_Checkout Detalle de pago/button_Pagar al recibir pedido""))",Chrome 126.0.0.0,,,15-07-2024 23:28:22,15-07-2024 23:28:25,2.908s,PASSED
"com.customKeywords.MyKeywords.verifyElementPresentKeyword(findTestObject(""Object Repository/Page_/h4_Resumen de productos""), 0)",Chrome 126.0.0.0,,,15-07-2024 23:28:25,15-07-2024 23:28:29,4.029s,PASSED
"com.customKeywords.MyKeywords.verifyElementPresentKeyword(findTestObject(""Object Repository/Page_/Finalizar_compra_OPC""), 0)",Chrome 126.0.0.0,,,15-07-2024 23:28:29,15-07-2024 23:28:29,0.374s,PASSED
closeBrowser(),Chrome 126.0.0.0,,,15-07-2024 23:28:29,15-07-2024 23:28:30,0.796s,PASSED
